GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
onos-app-sdnip,org.onosproject.sdnip,SdnIpFib,29,263,6,16,7,65,6,9,0,4
onos-app-sdnip,org.onosproject.sdnip,SdnIp,236,12,18,0,27,1,32,1,23,1
onos-app-sdnip,org.onosproject.sdnip,PeerConnectivityManager,20,425,5,15,8,132,6,14,1,9
onos-app-sdnip,org.onosproject.sdnip,SdnIp.InnerLeadershipEventListener,81,0,8,0,16,0,7,0,2,0
onos-app-sdnip,org.onosproject.sdnip,IntentSynchronizer,60,291,15,33,17,69,17,17,3,7
onos-app-sdnip,org.onosproject.sdnip,SdnIp.new Object() {...},26,0,0,0,1,0,1,0,1,0
onos-app-sdnip,org.onosproject.sdnip,IntentUtils,10,100,10,16,4,19,11,5,1,2
onos-app-sdnip,org.onosproject.sdnip.cli,PrimaryChangeCommand,13,0,0,0,4,0,2,0,2,0
